Procedure,Airplane_Model,Date,Time,Index,start,end,label,label2,text
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,114,3606,3611,Actor,Actor,cf/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,115,3612,3648,Action (What),Action,call  flaps  as needed for takeoff
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,116,3612,3616,Action (Where),Action,call
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,117,3617,3625,Action (How),Action,flaps
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,118,3649,3650,Actor,Actor,c
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,119,3651,3679,Action (What),Action,flap leverset takeoff flaps
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,120,3651,3661,Action (Where),Action,flap lever
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,121,3662,3673,Action (How),Action,set takeoff
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,122,3680,3683,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,123,3684,3740,Verification (What),Verification,verify that the le flaps ext green light is illuminated
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,124,3700,3724,Verification (How),Verification,le flaps ext green light
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,125,3741,3762,Action (What),Action,flight controlscheck
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,126,3741,3756,Action (Where),Action,flight controls
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,127,3757,3762,Action (How),Action,check
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,128,3763,3764,Actor,Actor,c
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,129,3765,3844,Action (What),Action,move the control wheel and the control column to full travel in bothdirections
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,130,3765,3769,Action (How),Action,move
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,131,3774,3810,Action (Where),Action,control wheel and the control column
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,132,3849,3911,Verification (What),Verification,verify:freedom of movementthat the controls return to center
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,133,3912,3946,Action (What),Action,hold the nose wheel steering wheel
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,134,3912,3916,Action (How),Action,hold
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,135,3921,3946,Action (Where),Action,nose wheel steering wheel
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,136,3947,3970,Trigger (What),Trigger,during the rudder check
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,137,4003,4059,Action (What),Action,move the rudder pedals to full travel in both directions
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,138,4003,4007,Action (How),Action,move
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,139,4012,4025,Action (Where),Action,rudder pedals
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,140,4064,4131,Verification (What),Verification,verify:freedom of movementthat the rudder pedals return to center
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,141,4161,4190,Action (What),Action,blank the lower display unit
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,142,4191,4194,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,143,4195,4206,Action (Where),Action,transponder
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,144,4217,4220,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,145,4221,4272,Trigger (What),Trigger,at airports where ground tracking is not available
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,146,4273,4288,Action (What),Action,select standby
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,147,4273,4279,Action (How),Action,select
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,148,4289,4343,Trigger (What),Trigger,at airports equipped to track airplanes on the ground
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,149,4344,4381,Action (What),Action,select an activetransponder setting
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,150,4344,4350,Action (How),Action,select
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,151,4403,4415,Action (What),Action,recallcheck
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,152,4410,4415,Action (How),Action,check
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,153,4416,4421,Actor,Actor,cf/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,154,4422,4501,Verification (What),Verification,verify that all system annunciator panel lights illuminate and thenextinguish
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,155,4434,4469,Verification (How),Verification,all system annunciator panel lights
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,156,4445,4462,Verification (Where),Verification,annunciator panel
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,157,4502,4549,Action (What),Action,update changes to the taxi briefing as needed
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,158,4550,4551,Actor,Actor,c
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,159,4555,4557,Actor,Actor,pf
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,160,4558,4587,Action (What),Action,call  before taxi checklist
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,161,4558,4562,Action (Where),Action,call
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,162,4563,4587,Action (How),Action,before taxi checklist
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,163,4588,4589,Actor,Actor,c
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,164,4590,4619,Action (What),Action,do the before taxi checklist
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,165,4620,4623,Actor,Actor,f/o
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,167,4871,4883,Actor,Actor,pilot flying
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,168,4884,4900,Actor,Actor,pilot monitoring
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,169,4901,4937,Action (What),Action,check the center tank fuel quantity
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,170,4901,4906,Action (How),Action,check
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,171,4998,5046,Decide (What),Decide,if center tankfuel is less than 2300 kilograms
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,172,5031,5046,Decide (How),Decide,2300 kilograms
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,173,5164,5209,Action (What),Action,notify the cabin crew to prepare fortakeoff
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,174,5164,5170,Action (How),Action,notify
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,175,5210,5242,Verification (What),Verification,verify that the cabin is secure
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,176,5328,5368,Action (What),Action,set the weather radar display as needed
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,177,5328,5331,Action (How),Action,set
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,178,5369,5403,Action (What),Action,set the terrain display as needed
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,179,5369,5372,Action (How),Action,set
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,180,5404,5424,Action (What),Action,call  before takeoff
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,181,5404,5408,Action (Where),Action,call
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,182,5409,5424,Action (How),Action,before takeoff
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,183,5425,5457,Action (What),Action,do the before takeoff checklist
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,185,5741,5753,Actor,Actor,pilot flying
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,186,5754,5770,Actor,Actor,pilot monitoring
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,187,5771,5807,Action (What),Action,check the center tank fuel quantity
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,188,5771,5776,Action (How),Action,check
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,189,5868,5916,Decide (What),Decide,if center tankfuel is less than 2300 kilograms
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,190,5901,5916,Decide (How),Decide,2300 kilograms
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,191,6034,6079,Action (What),Action,notify the cabin crew to prepare fortakeoff
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,192,6034,6040,Action (How),Action,notify
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,193,6080,6112,Verification (What),Verification,verify that the cabin is secure
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,194,6198,6238,Action (What),Action,set the weather radar display as needed
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,195,6198,6201,Action (How),Action,set
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,196,6239,6273,Action (What),Action,set the terrain display as needed
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,197,6239,6242,Action (How),Action,set
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,198,6274,6294,Action (What),Action,call  before takeoff
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,199,6274,6278,Action (Where),Action,call
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,200,6279,6294,Action (How),Action,before takeoff
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,201,6295,6327,Action (What),Action,do the before takeoff checklist
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,203,6498,6510,Actor,Actor,pilot flying
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,204,6511,6527,Actor,Actor,pilot monitoring
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,205,6528,6573,Action (What),Action,notify the cabin crew to prepare fortakeoff
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,206,6528,6534,Action (How),Action,notify
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,207,6574,6606,Verification (What),Verification,verify that the cabin is secure
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,208,6692,6732,Action (What),Action,set the weather radar display as needed
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,209,6692,6695,Action (How),Action,set
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,210,6733,6767,Action (What),Action,set the terrain display as needed
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,211,6733,6736,Action (How),Action,set
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,212,6768,6788,Action (What),Action,call  before takeoff
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,213,6768,6772,Action (Where),Action,call
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,214,6773,6788,Action (How),Action,before takeoff
"737 Pushback, Before Takeoff, Engine Start",737,44818,0.722384259259259,215,6789,6821,Action (What),Action,do the before takeoff checklist
"747 Engines, Apu",747,44806,0.863275462962963,2,278,298,Action (What),Action,use standby ignition
"747 Engines, Apu",747,44806,0.863275462962963,3,299,339,Decide (What),Decide,if continuous ignition is not available
"747 Engines, Apu",747,44806,0.863275462962963,4,352,379,Action (What),Action,select continuous ignition:
"747 Engines, Apu",747,44806,0.863275462962963,5,380,406,Action (Where),Action,continuous ignition switch
"747 Engines, Apu",747,44806,0.863275462962963,6,407,409,Action (What),Action,on
"747 Engines, Apu",747,44806,0.863275462962963,7,410,460,Verification (What),Verification,confirm con ignition on memo message is displayed
"747 Engines, Apu",747,44806,0.863275462962963,8,418,433,Verification (How),Verification,con ignition on
"747 Engines, Apu",747,44806,0.863275462962963,10,485,556,Verification (What),Verification,verify the area behind the airplane is clear of equipment and personnel
"747 Engines, Apu",747,44806,0.863275462962963,11,557,604,Trigger (What),Trigger,prior toincreasing thrust on operating engine
"747 Engines, Apu",747,44806,0.863275462962963,12,605,636,Action (Where),Action,thrust lever  operating engine
